ENSG00000125846	421	190	168	140	198	193	122	53	215	163	60	50	214	186	148	85	163	188	171	70
ENSG00000281674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000102967	307	96	56	11	299	100	54	20	227	54	52	10	182	203	71	35	150	133	70	21
ENSG00000119280	1167	404	585	430	844	479	1176	548	668	538	681	317	2350	1182	2023	1060	519	538	878	279
ENSG00000164032	14917	1988	4449	1585	3689	1419	2092	1159	7240	1666	3334	882	4346	2329	2257	1241	4008	3252	3907	1656
ENSG00000177302	1258	763	1035	574	769	785	431	253	1230	1061	606	258	894	825	742	364	612	976	711	255
ENSG00000138095	6529	3155	2084	702	4289	2151	2181	874	4230	2422	2254	579	5067	4959	3259	1286	3940	4385	4026	1027
ENSG00000131482	250	0	0	0	14	0	0	0	89	0	0	0	66	0	0	0	52	0	0	0
ENSG00000093000	4223	1695	2385	2645	2426	1730	1326	537	3496	1944	1521	710	2450	1900	1540	1303	1712	1989	1644	693
ENSG00000115944	3330	1366	1167	1037	1314	846	846	603	1248	913	753	489	1668	1201	1153	773	1332	1486	1433	634
ENSG00000165650	1622	627	537	524	1111	725	1015	305	878	562	446	152	1125	685	1175	349	984	1073	1433	364
ENSG00000038219	3922	2134	2011	1911	3201	2237	1969	1076	4304	2698	1503	832	3460	2708	2186	1080	1872	2230	1880	665
ENSG00000137692	1324	586	833	387	1027	631	646	245	822	522	640	231	999	890	777	377	704	871	983	260
ENSG00000163624	180	373	99	346	33	119	18	39	60	274	8	40	41	106	27	26	18	143	18	26
ENSG00000172572	122	10	28	75	361	12	36	70	195	21	19	36	156	35	47	64	212	24	23	25
ENSG00000013563	3629	1740	1308	1830	1172	1463	621	741	1553	1353	783	651	1927	1494	1530	1000	905	1419	954	444
ENSG00000104866	1079	438	451	479	532	300	270	123	608	450	277	117	879	593	609	333	433	458	389	163
ENSG00000168769	3899	2043	4602	4012	3375	1810	1388	1139	3695	2335	1775	1461	2779	1950	2482	1634	2397	2091	1852	1074
ENSG00000090273	3952	1794	1306	1028	2039	1402	1154	988	2906	1768	1051	587	3281	3747	2045	1444	1868	2333	1754	720
ENSG00000173762	20	198	75	161	31	1380	23	294	21	410	17	162	8	457	11	167	8	438	6	89
ENSG00000116667	964	532	3433	5538	898	779	2407	1382	429	564	1324	1178	1009	896	1391	1482	951	917	2898	1183
ENSG00000099204	107	6	39	23	78	28	213	66	41	15	79	25	321	85	716	152	156	81	264	87
ENSG00000139174	69	54	44	48	75	58	33	55	55	46	8	16	424	336	60	79	87	76	47	25
ENSG00000020577	1250	3420	5825	4066	299	2172	4458	3058	427	3296	4514	4331	1091	3159	4042	3406	557	3414	3254	2774
ENSG00000146409	787	128	711	102	143	90	127	52	268	70	179	27	386	281	339	176	257	220	158	79
ENSG00000138604	1504	313	267	135	653	254	177	81	867	251	130	41	722	333	328	149	905	531	422	135
ENSG00000196505	1302	672	782	768	760	764	455	262	882	794	432	210	708	691	534	345	537	741	578	248
ENSG00000156384	413	156	166	214	103	100	102	164	186	105	136	118	120	88	97	51	112	133	171	94
ENSG00000108700	966	61922	173581	59805	98	30018	22954	27066	215	29911	28374	17950	97	28228	23980	21692	191	48175	26583	20182
ENSG00000102743	190	69	24	8	183	96	85	42	115	34	32	7	210	169	106	42	102	124	67	30
ENSG00000281227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000124479	1	0	197	35	0	0	75	8	0	0	83	12	0	0	43	20	0	0	85	6
ENSG00000105186	1740	1151	844	769	700	795	799	276	815	752	700	208	696	823	794	450	643	981	1252	269
ENSG00000150768	3507	3176	1894	5331	2108	1652	896	1286	1898	2276	836	1843	2330	3385	1460	2196	1650	2727	1438	1062
ENSG00000117139	1429	644	472	1799	784	494	762	577	814	688	423	816	2146	1268	2168	1129	716	800	1185	606
ENSG00000162542	598	613	147	185	334	572	102	156	410	639	95	91	418	566	116	133	365	847	163	94
ENSG00000278882	32	35	50	33	26	26	23	16	2	2	2	0	0	4	6	2	24	42	54	23
ENSG00000168675	2665	163	110	53	887	119	155	25	1072	108	180	31	912	229	133	67	710	223	167	34
ENSG00000121281	16811	9580	6140	4752	9324	7447	1543	1424	9889	7562	2060	1486	7384	6939	1430	1173	5697	6670	1375	1022
ENSG00000108055	3825	1383	1548	1528	1727	1102	850	423	3148	1154	957	363	1929	1332	883	468	1503	1430	1090	360
ENSG00000234171	164	49	35	28	93	49	39	17	76	45	29	14	109	77	64	35	99	124	80	24
ENSG00000174132	881	372	274	484	351	282	256	211	289	331	197	171	418	370	292	277	458	652	455	224
